product_id,product_name,brand,type,price,avg_star,num_sold_time
401,Sữa rửa mặt tro núi lửa Innisfree Jeju Volcanic Pore Cleansing Foam 150ml (Mẫu mới),Innisfree,no_type,145000.0,5.0,530
402,Gel rửa mặt nhụy hoa nghệ tây (Saffron) J.K Rowling 100ml,no_brand,no_type,38000.0,4.4,61
403,[Nk BaLan] Sữa rửa mặt | Nước tẩy trang | Toner SIMPLE - TD Shop,simple,dạng kem,86000.0,4.9,346
404,"Gel rửa mặt BHA Compliment No Problem làm sạch sâu, giảm viêm & mụn 200ml",Compliment,dạng sánh,157500.0,5.0,12300
405,Sữa rửa mặt Đất Sét Khoáng Sạch Sâu Pond's White Beauty,Pond’s,no_type,15000.0,4.9,239
406,SỮA RỬA MẶT PHA 5.5,no_brand,no_type,149000.0,5.0,1200
407,Sữa Rửa Mặt Acnes Vitamin Cleanser 25g tiện để túi và mang đi du lịch.,Acnes,dạng kem,8000.0,4.9,3400
408,[Mã SKAMLTS2012 giảm 15K đơn 0Đ] Full Size - Sữa Rửa Mặt Đông Y Gia Truyền,no_brand,no_type,171000.0,5.0,909
409,GEL RỬA MĂT LA ROCHE POSAY,La Roche-Posay,dạng lỏng,59500.0,5.0,1200
410,(HSD 8. 2023) Sữa rửa mặt làm sạch dịu nhẹ Cetaphil Gentle Skin Cleanser 500ml,Cetaphil,no_type,65000.0,5.0,394
411,[Mã BMLT30 giảm đến 30K đơn 299K] Gel rửa mặt ngăn ngừa mụn Truesky Centella Cleanser chiết xuất rau má 50g,TRUESKY,dạng sánh,55000.0,4.9,1800
412,Sữa rửa mặt Pond's White Beauty Dưỡng trắng 100g,Pond’s,no_type,56000.0,5.0,34
413,[Hàng mới về] Sữa rửa mặt tạo bọt Noro Shui Yang Qin làm sạch sâu kiềm dầu 100g,no_brand,no_type,39000.0,4.9,103
414,Sữa Rửa Mặt Dabo 3 in 1 Nhập Khẩu Chính Hãng 180ml,DABO,no_type,170000.0,4.9,1400
415,Sữa rửa mặt Tẩy da chết St.Ives 170g,St. Ives,no_type,72000.0,4.7,60
416,"Sữa rửa mặt tạo bọt Xena, có sẵn cho cả bé trai và bé gái, làm sạch da",no_brand,dạng lỏng,12600.0,4.6,412
417,Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 125ml,Cetaphil,no_type,142000.0,4.9,144
418,Sữa rửa mặt e100 con bò 80ml ( chuẩn cty ),E100,dạng kem,24000.0,5.0,319
419,(CHÍNH HÃNG - ĐÀI LOAN) SỮA RỬA MẶT NARUKO ĐẤT SÉT 3in1 TRÀM TRÀ,Naruko,dạng bùn khoáng,159000.0,5.0,17500
420,bánh xà phòng nghệ rửa mặt,no_brand,rắn,5500.0,5.0,21
421,SỬA RỬA MẶT NHUỴ HOA NGHỆ TÂY MẬT ONG SÁNG DA MỀM MẠI,no_brand,no_type,40000.0,5.0,41
422,Eucerin Sữa Rửa Mặt Dành Cho Da Nhạy Cảm Facial Cleanser PH5 Sensitive Skin 400ml,no_brand,no_type,192000.0,5.0,238
423,Sữa Rửa Mặt Cho Da Nhạy Cảm Zo Skin Hydrating Cleanser,no_brand,dạng sánh,230000.0,5.0,32
424,"Sữa Rữa Mặt Cetaphil ⚡ CAM KẾT CHẤT LƯỢNG ⚡Sữa rửa dịu nhẹ hiệu quả không xà phòng, An toàn hiệu quả cho da",Cetaphil,no_type,235000.0,5.0,46
425,Gel Rửa Mặt La Roche Posay Cho Da Dầu & Nhạy Cảm Effaclar Gel Facial Wash,La Roche-Posay,no_type,296000.0,5.0,5200
426,Gel Rửa Mặt Hazeline Ngừa Mụn Dịu Nhẹ Matcha Tràm Trà 15g,HAZELINE,no_type,6000.0,5.0,94
427,"Sữa rửa mặt Adaphil giữ ẩm da, tẩy tế bào chết, loại bỏ vi khuẩn",Gamma,dạng sánh,58000.0,4.9,330
428,Sữa rửa mặt Kose Softymo Cleansing Foam Nhật Bản 220g,KOSÉ,no_type,89000.0,5.0,2800
429,[HCM] Sữa Rửa Mặt Dịu Nhẹ Không Xà Phòng Cetaphil Gentle Skin Cleanser 500ml Làm sạch sâu Làm mới và dưỡng ẩm Nhẹ nhàng và êm dịu Ngăn ngừa mụn tàn nhang làm sáng da Làm mới và dưỡng ẩm,no_brand,no_type,268000.0,4.7,49
430,[CHÍNH HÃNG] [ GIÁ SỈ] Gel Rửa Mặt Giảm Nhờn Mụn Cho Da Nhạy Cảm Teen Derm Gel Sensitive ISIS Pharma,ISISPHARMA,no_type,266000.0,5.0,1000
431,Combo 2 tuýp Sữa rửa mặt ngừa mụn Hazeline Nghệ Hoa Cúc 100g,no_brand,no_type,93000.0,4.8,332
432,(80g) Sữa Rửa Mặt HADA LABO Chính Hãng Công Ty Mẫu Mới,Hada Labo,no_type,74000.0,4.9,17600
433,(MẪU MỚI) Kem rửa mặt dưỡng ẩm Hadalabo 15g,Hada Labo,dạng kem,9900.0,5.0,644
434,"Sữa Rửa Mặt Không Có Xà Phòng, Làm Sạch Và Loại Bỏ Tế Bào Da Chết SVR SEBIACLEAR Gel Moussant 55ml/200ml/400ml",SVR,dạng lỏng,280500.0,4.9,92
435,Sữa Rửa Mặt Hatomugi Cleansing And Facial Washing Chính Hãng,HATOMUGI,no_type,59500.0,5.0,204
436,Sữa Rửa Mặt Simple 150ml Hàng Rẻ Giá Sỉ,simple,dạng sánh,27540.0,4.3,119
437,Sữa Rửa Mặt COSRX Low PH Good Morning Gel Cleanser Dạng Gel 150ml Chiết Từ Dầu Cây Trà,COSRX,dạng lỏng,158000.0,5.0,611
438,"Sữa Rửa Mặt Cerave 236ml Da Nhạy Cảm, Sần, Mụn Ẩn",no_brand,no_type,65000.0,4.6,32
439,(MẪU MỚI) Sữa rửa mặt tro núi lửa INNISFREE JEJU VOLCANIC PORE CLEANSING FOAM,Innisfree,no_type,150000.0,5.0,1300
440,Sữa rửa mặt ORIBE dịu nhẹ sáng da 50g,no_brand,no_type,22500.0,4.9,123
441,Sữa rửa mặt Sạch sâu Sáng hồng Senka Perfect Whip Berry Bright 100g,SENKA,no_type,79000.0,4.9,17300
442,"[HÀNG CÔNG TY] SỮA RỬA MẶT DỊU NHẸ ADAPHIL LÀNH TÍNH, NGỪA MỤN",Gamma,no_type,123500.0,4.9,1900
443,Sữa Rửa Mặt Tẩy Tế Bào Chết St.Ives 177ml,St. Ives,dạng sánh,87000.0,4.9,67
444,[MẪU 2022] Sữa rửa mặt làm sạch sâu từ tro núi lửa Innisfree Pore BHA Cleansing Foam 150ML,Innisfree,dạng kem,149000.0,5.0,208
445,Decumar Clean ( 100g ) gel rửa mặt ngăn ngừa mụn,Decumar,no_type,95000.0,4.9,1700
446,Sữa Rửa Mặt Dạng Gel Cosrx Low pH Good Morning Gel Cleanser,COSRX,no_type,88000.0,5.0,12200
447,Sữa Rửa Mặt Trái Đào Bioaqua .,no_brand,no_type,17000.0,5.0,13
448,Sữa rửa mặt dành cho da mụn và se khít lỗ chân lông Paula s Choice Clear Pore Normalizing Cleanser 30/177ml,Paula's Choice,dạng lỏng,455000.0,4.9,2200
449,(25g) Sữa rửa mặt Acnes Baby Mud,Acnes,no_type,5500.0,4.9,821
450,[CHÍNH HÃNG] Sữa rửa mặt ngăn dầu giảm mụn PAPULEX MOUSSANT GEL 150ml,Papulex,no_type,289000.0,5.0,2600
451,Sữa rửa mặt bơ thái,no_brand,no_type,29000.0,4.9,25
452,Sữa rửa mặt tạo bọt Senka Perfect Whip 120g Nhật Bản,SENKA,no_type,109000.0,4.9,125
453,Sữa rửa mặt Simple dịu nhẹ da dầu da khô 150ml Levela SRM06,no_brand,dạng lỏng,79000.0,5.0,65
454,Sữa rửa mặt Simple Refreshing Facial Wash 150ml,simple,no_type,49000.0,5.0,12
455,xà phòng cam rửa mặt trắng da,no_brand,no_type,5500.0,4.9,6000
456,Gel Rửa Mặt Botanic 80g,Botanic,no_type,72000.0,4.8,194
457,15 gr - Sữa rửa mặt Hazeline matcha tràm trà ngừa mụn dịu nhẹ lành tính,HAZELINE,no_type,6500.0,5.0,127
458,Sữa rửa mặt 3w trà xanh,no_brand,no_type,24000.0,5.0,79
459,[Chính Hãng ] Sữa Rửa Mặt Cosrx Low pH Good Morning Gel Cleanser  Full 150ML - srm cosrx corsx gel rửa mặt,COSRX,dạng gel,104430.0,4.9,1400
460,SIMPLE - Sữa Rửa Mặt 150ml + Nước Tẩy Trang 200ml + Nước Hoa Hồng 200ml Cung Cấp Độ Ẩm Ngăn Ngừa Mụn Cho Làn Da Sáng.,simple,no_type,62000.0,5.0,57
461,(bill) Sữa Rửa Mặt Rosette Nhật Bản 120g,no_brand,no_type,67500.0,4.9,2200
462,Sữa rửa mặt rau củ sủi bọt thải độc 3 in 1 Byvibes Wonder Bath Super Vegitoks Cleanser 300ML,BYVIBES WONDER BATH,dạng gel,179000.0,4.9,6800
463,Sữa rửa mặt Tây Thi  90g - Sao Thái Dương,Sao Thái Dương,no_type,50000.0,5.0,1100
464,Sữa Rửa Mặt Tạo Bọt Dịu Nhẹ Kiềm Dầu Giảm Mụn PEACHOLIC,no_brand,no_type,349000.0,5.0,190
465,Full Size - Sữa Rửa Mặt Đông Y Gia Truyền,Nicos BEAUTY,dạng lỏng,103000.0,5.0,115
466,Sữa Rửa Mặt Rosette Cleansing Paste 120g Nhật Bản,no_brand,no_type,105000.0,5.0,130
467,Sữa Rửa Mặt Sevich Amino Acid Làm Sạch Sâu Loại Bỏ Ve Bọ Và Kiểm Soát Dầu 120g,SEVICH,dạng lỏng,45000.0,4.8,209
468,[Chính Hãng]Sữa Rửa Mặt Giảm Mụn Kiềm Dầu - Sữa Rửa Mặt Innisfree Làm Sạch Tro Túi Lửa Hàn Quốc,Innisfree,no_type,105000.0,5.0,9
469,Sữa rửa mặt Acne -Aid Liquid Cleanser: sạch da- hết lo mụn trứng cá (100ml và 25ml),Acne-Aid,no_type,125000.0,5.0,3100
470,Kem rửa mặt có hạt sạch sâu - giảm nhờn 8 giờ OXY Deep Wash (Scrub) 100g,Oxy,no_type,73000.0,4.9,2900
471,Sữa rửa mặt thải độc rau củ Super Vegitoks Cleanser 300ml,BYVIBES WONDER BATH,dạng sánh,189000.0,5.0,625
472,"Sữa Rửa Mặt Dưỡng Ẩm, Sáng Da Hatomugi Nhật Bản",no_brand,no_type,57500.0,5.0,4800
473,Sữa rửa mặt Cetaphil Gentle Skin Cleanser 591ml USA,Cetaphil,dạng kem,265000.0,4.9,40
474,[DATE 2025] Sữa Rửa Mặt Hoa Cúc Kiehl’s Calendula Deep Cleansing Foaming Face Wash 230ML,Kiehl's,no_type,1690000.0,4.9,118
475,Sữa Rửa Mặt Sebiaclear Gel Moussant 400ml Gel Rửa Mặt,no_brand,no_type,222000.0,4.9,734
476,Sữa rửa mặt chiết xuất vàng 24k Sum Losec tái sinh da chống hóa - Su:m37 Losec Summa Elixir Foam Cleanser 60ml tách lẻ,Su:m37,dạng sánh,98000.0,5.0,157
477,Sữa Rửa Mặt Giảm Nhờn Và Ngăn Ngừa Mụn isis pharma Teen Derm Gel,ISISPHARMA,no_type,234000.0,5.0,483
478,Sữa Rửa Mặt Hazeline Tuýp 50g/100g (Nghệ/Yến Mạch/Matcha),HAZELINE,no_type,36000.0,4.9,1100
479,SỮA RỬA MẶT NGĂN NGỪA MỤN - Salcura Daily Antiac FACE WASH - 150ml,no_brand,no_type,350000.0,5.0,539
480,Sữa Rửa Mặt Gạo Civic Rice Milk Thái Lan,no_brand,no_type,24000.0,4.8,150
481,THANH LÝ 2 TUÝP SỮA RỬA MẶT POND'S ĐẤT SÉT 40g,no_brand,dạng kem,11250.0,4.9,481
482,Sữa Rửa Mặt Trắng Da Hatomugi Cleansing And Facial Washing Nhật Bản,HATOMUGI,dạng kem,58500.0,5.0,2400
483,[MẪU MỚI] Sữa Rửa Mặt Dạng Gel SVR Sebiaclear Gel Moussant - 400ML,SVR,no_type,279000.0,4.9,76
484,Sữa Rửa Mặt Dịu Nhẹ TheFaceShop Dr.Belmeur Daily Repair Foam Cleanser 150Ml,The Faceshop,no_type,329000.0,4.9,1600
485,Sữa Rửa Mặt Dịu Nhẹ Madagascar Centella Ampoule Foam 125ml,no_brand,no_type,45000.0,5.0,15
486,sữa rửa mặt cấy trắng peel one - SRM Đông Y Gia Truyền,no_brand,no_type,60000.0,4.7,68
487,"Sữa Rửa Mặt LaLisse Cho Da Nhờn, Mụn",Lalisse SKIN SOLUTIONS,dạng sữa,300000.0,4.9,129
488,Sữa Rửa Mặt St.Ives Dạng Gel - St.Ives Daily Facial Cleaner Gel 200ml,St. Ives,no_type,139000.0,4.9,291
489,Sữa rửa mặt Hoa Cúc 1000ml cho spa,no_brand,no_type,95000.0,4.7,122
490,Sữa rửa mặt giảm nám và chống tàn nhang thảo dược BAIZTON da trắng sáng và dưỡng ẩm - Hiệu quả chỉ 28 ngày sử dụng 100g,no_brand,no_type,15000.0,4.5,299
491,[HSD 12/23] (Đọc kĩ mô tả) Sữa rửa mặt + Tẩy trang + Ttbc + Mặt nạ rau củ quả Super Vegitoks Cleanser Hàn Quốc,no_brand,no_type,125000.0,5.0,9
492,Sữa rửa măt BYVIBES WONDER BATH PHA 5.5 - mẫu mới,BYVIBES WONDER BATH,dạng lỏng,135000.0,4.9,855
493,sữa rửa mặt nha đam E100,no_brand,no_type,26900.0,4.7,140
494,Sữa Rửa Mặt Và Toàn Thân Gamma Adaphil Gentle Skin Cleanser 125m và 500ml,Gamma,dạng lỏng,117500.0,4.9,146
495,"Sữa rửa mặt - Gel NO PROBLEM Compliment chứa Tea Tree Salicylic Acid,giảm viêm , mụn",no_brand,no_type,101000.0,4.9,7000
496,"Sữa Rửa Mặt Dermahan Trà Xanh, Vitamin C, Lúa Mạch Đen Matcha & Milk Cleansing Foam 150ml",Dermahan,dạng kem,85000.0,5.0,335
497,Sữa rửa mặt sáng da Pond’s 100g (date mới).,Pond’s,dạng kem,58800.0,5.0,220
498,"SỮA RỬA MẶT LA ROCHE POSAY CHO DA DẦU, MỤN, NHẠY CẢM EFFACLAR PURIFYING FOAMING GEL CHÍNH HÃNG 100%",La Roche-Posay,no_type,237500.0,5.0,7900
499,[Bill Pháp] Sữa Rửa Mặt SVR Sebiaclear Gel Moussant / SVR Topialyse Gel Lavant,no_brand,dạng sánh,281500.0,4.9,2400
500,Sữa rửa mặt dạng Gel COSRX Low pH Good Morning 50ml/150ml,COSRX,no_type,83000.0,5.0,1300
501,Sữa Rửa Mặt Dành Cho Da Mụn Senka Perfect Whip Acne Care 100g,SENKA,no_type,76000.0,5.0,6700
502,Thanh lý date 11/2022 Sữa Rửa Mặt Ponds Trắng Không Tì Vết 50g Pond's và SRM trắng da ngăn ngừa lão hoá 50g  - Hàng Thái,Unilever,no_type,9500.0,4.6,196
503,Sữa Rửa Mặt Tạo Bọt Làm Sạch Sâu Cho Da Dầu Senka Perfect Whip U 120g,SENKA,khác,109500.0,5.0,7200
504,Sữa Rửa Mặt Heyxi Chiết Xuất Lô Hội Làm Sạch Sâu Kiềm Dầu Dưỡng Ẩm Cho Nam Và Nữ A71,no_brand,dạng kem,29000.0,5.0,42
505,Sữa rửa mặt CeraVe Foaming Facial Cleanser,CeraVe,no_type,268500.0,5.0,1600
506,Sữa Rửa Mặt Simple Gel Kind To Skin Refreshing Facial Wash Gel 150Ml,no_brand,no_type,105000.0,4.8,662
507,Sữa Rửa Mặt Kiểm Soát Dầu Dưỡng Ẩm Làm Sạch Sâu Lỗ Chân Lông 120g,no_brand,dạng mút,22000.0,4.6,598
508,SỮA RỬA MẶT LA ROCHE-POSAY,La Roche-Posay,dạng lỏng,199000.0,4.9,502
509,"Sữa Rửa Mặt Derladie Herbal Extract Care Deep Cleansing Foam Tràm Trà Sạch Sâu, Kiềm Dầu 150ml",DERLADIE,no_type,112000.0,4.9,2500
510,[Mẫu ] Sữa rửa mặt làm sạch dịu nhẹ không xà phòng Cetaphil Gentle Skin Cleanser 473ml I 250ml I 125ml - TD Shop,Cetaphil,no_type,180000.0,4.9,158
511,Kem rửa mặt dưỡng trắng Hada Labo Perfect White Cleanser 80g,Hada Labo,no_type,68000.0,4.9,3300
512,Kem rửa mặt dưỡng trắng Hada Labo Perfect White Cleanser 80g,Hada Labo,foam,68000.0,5.0,175
513,"[Đủ bill] Gel rửa mặt cho da mụn Propeller 150ml giúp giảm mụn, ngừa viêm không làm khô da",no_brand,dạng sánh,128000.0,5.0,415
514,Sữa Rửa Mặt Làm Trắng Da Bioaqua V7 Hàng Nội địa Trung,BioAQUA,no_type,24000.0,4.9,686
515,[ Chính Hãng ] Sữa Rửa Mặt SVR Gel Moussant Cho Da Dầu Mụn & Da Nhạy Cảm,SVR,no_type,295000.0,4.8,82
516,Sữa rửa mặt CeraVe (Mỹ-Pháp),CeraVe,khác,332000.0,5.0,9900
517,Sữa rửa mặt 💖FREESHIP💖 Sữa rửa mặt Trà xanh 3W CLINIC giảm mụn kiểm soát dầu,3W CLINIC,dạng kem,28000.0,5.0,1600
518,Sữa Rửa Mặt Dạng Gel Cosrx Morning Low pH Cleanser 150ml Nhãn Xanh,COSRX,dạng lỏng,121000.0,4.9,1600
519,Sữa Rửa Mặt Cosrx Low pH Good Morning Gel Cleanser 150ml,COSRX,no_type,149000.0,4.9,11600
520,Sữa rửa mặt Cosrx Low pH Good Morning Gel Cleanser 150ml,COSRX,no_type,75000.0,4.8,1200
521,Super Vegitoks Byvibes Wonder Bath - SỮA RỬA MẶT THẢI ĐỘC RAU CỦ 300ml,BYVIBES WONDER BATH,dạng sánh,166000.0,5.0,39
522,Sữa rửa mặt kha tử,no_brand,no_type,168000.0,5.0,266
523,[ GIÁ GỐC ] SỮA RỬA MẶT KHỔ QUA SOHERBS 80ML,soHERBs,dạng lỏng,83999.0,4.8,2300
524,Gel sữa rửa mặt Compliment No Problem giảm mụn,no_brand,no_type,88000.0,4.9,156
525,Sữa Rửa Mặt Bad Skin Milk Bomb Eraser 100ml,BADSKIN,dạng kem,120000.0,5.0,31
526,[FREESHIP 50K]Sữa rửa mặt innisfree trà xanh làm sạch sâu - Sữa rửa mặt innisfree volacnic tro núi lửa kiêm dầu - 150mL,Innisfree,dạng sánh,145000.0,4.7,26
527,Sữa Rửa Mặt BYVIBES WONDER BATH P.H.5.5 - 150ml,BYVIBES WONDER BATH,dạng lỏng,195000.0,4.9,331
528,Sữa Rửa Mặt Hyaluronic Acid Dưỡng Ẩm Làm Sạch Sâu Images 60g,no_brand,no_type,15000.0,5.0,496
529,Sữa Rửa Mặt Đông Y Gia Truyền 100ml – Cochi712,no_brand,no_type,24900.0,4.4,195
530,Sữa Rửa Mặt Dạng Gel Simple Kind To Skin Refreshing Facial Wash 150ml,simple,no_type,102000.0,4.9,96
531,Sữa rửa mặt ý dĩ Hatomugi 130g/170g,REIHAKU HATOMUGI,no_type,56000.0,5.0,2600
532,Bộ Sản Phẩm Sữa rửa mặt 150ML SenZ Oil Reduction Làm Sạch Sâu Lành Tính Kiểm Soát Dầu Nhờn Cho Da Dầu Mụn Nhạy Cảm,SenZ,dạng sánh,119000.0,5.0,121
533,Sữa Rửa Mặt Hatomugi Naturie Hạt Ý Dĩ 130g Nhật Bản,HATOMUGI,dạng kem,44800.0,5.0,62
534,Sửa Rửa Mặt SIMPLE Refreshing Facial Wash Dạng Gel Phù Hợp Với Mọi Loại Da (150ml),simple,no_type,66750.0,5.0,12
535,Sữa rửa mặt thải độc thanh lọc da #Simple Daily Skin Detox Purifying Facial Wash,simple,no_type,90000.0,4.9,62
536,Sữa Rửa Mặt Ziajaa Chiết Xuất Từ Lá Manuka Cho Da Dầu Mụn (bill ảnh tiếp),ziaja,dạng gel,109000.0,5.0,4600
537,MÃ FSSSBD29 giảm 15k đến 00h 29.4[HÀNG CHÍNH HÃNG] SỮA RỬA MẶT CETAPHIL,Cetaphil,khác,211000.0,4.9,20500
538,"[COMBO SIMPLE] Bộ 3 Nước Tẩy Trang, Sữa Rửa Mặt, Toner Simple",SIMPLE PURE,no_type,164500.0,4.8,25
539,"Sữa Rửa Mặt Tràm Trà Sạch Sâu, Kiềm Dầu Derladie Herbal Extract Care Deep Cleansing Foam",DERLADIE,no_type,109000.0,5.0,315
540,"SỮA RỬA MẶT ADAPHIL DỊU NHẸ LÀNH TÍNH, NGỪA MỤN",Gamma,no_type,120500.0,5.0,5
541,Sữa rửa mặt Bio Sebium Purifying Cleansing Foaming Gel 200ml,no_brand,gel,222000.0,5.0,108
542,Sữa rửa mặt Mamonde Lotus Micro Deep Cleansing Foam 15ml [date 2023],Mamonde,bột,22500.0,5.0,994
543,Sữa rửa mặt giảm mụn 2% BHA - ZAPZYT Acne Wash,Zapzyt,no_type,140000.0,5.0,580
544,Sữa rửa mặt dịu nhẹ COSRX pH Good Morning Gel Cleanser 50ml/150ml,COSRX,dạng sánh,149000.0,5.0,15100
545,Sữa Rửa Mặt Neutrogena Oil-Free Acne Wash Pink Grapefruit Foaming Scrub,Neutrogena,no_type,128000.0,5.0,221
546,Sữa rửa mặt Nuno Ziaja dành cho da dầu mụn - Ziaja Nuno 200ml,ziaja,dạng gel,139000.0,4.9,1300
547,[Minisize] Gel rửa mặt tạo bọt La Roche-Posay Effaclar cho da dầu nhạy cảm 15ml - Xanh,La Roche-Posay,dạng lỏng,45000.0,4.8,51
548,Sữa Rửa Mặt Reihaku Hatomugi Facial Foam 130g và 170g,HATOMUGI,no_type,54500.0,5.0,66
549,Sữa Rửa Mặt Hatomugi Naturie Hạt Ý Dĩ 130g Nhật Bản,HATOMUGI,no_type,47000.0,4.9,290
550,Gel Rửa Mặt Không Chứa Xà Phòng SVR Sebiaclear Gel Moussant 50ml,SVR,no_type,140000.0,4.9,106
551,sữa rửa mặt nha đam e100ml,no_brand,no_type,25000.0,4.9,886
552,Sữa rửa mặt sạch mụn ngăn ngừa bít tắc lỗ chân lông Bioderma Sébium Gel Moussant 100ml/200ml,BIODERMA,dạng lỏng,306000.0,5.0,176
553,[Hàng mới về] Sữa rửa mặt LIFUSHA trà xanh dưỡng ẩm kiềm dầu giúp sáng da,no_brand,dạng sánh,29425.0,4.8,105
554,[Hàng Pháp] Sữa rửa mặt Bioderma Sebium Cleansing Foaming gel 200ml,no_brand,dạng lỏng,215000.0,5.0,104
555,Gel rửa mặt SVR Sebiaclear/ Topialyse Gel Moussant làm sạch và loại bỏ tế bào da chết 55ml,SVR,no_type,108000.0,5.0,10100
556,Sữa rửa Mặt Con Bò Loyolan 120g,no_brand,no_type,16500.0,5.0,295
557,Gel rửa mặt bí đao Cocoon 140ml ngăn ngừa mụn thâm,no_brand,no_type,138000.0,5.0,572
558,Sữa Rửa Mặt Dạng Gel Simple Kind To Skin Refreshing Facial Wash Gel,simple,no_type,82000.0,4.9,208
559,Sữa Rửa Mặt Dove Tạo Bọt 40% Serum 130g,no_brand,no_type,41000.0,4.6,49
560,"[New 2019] Sữa Rửa Mặt Tro Núi Lửa GIẢM Đầu Đen, Bã Nhờn Innisfree Jeju Volcanic Pore Cleansing Foam 150ml",Innisfree,no_type,145000.0,5.0,940
561,Kem rửa mặt ngăn ngừa mụn Acnes Creamy Wash 100g,Acnes,no_type,49000.0,4.9,465
562,Sữa rửa mặt làm sạch dịu nhẹ Cetaphil Gentle Skin Cleanser 125ml-500ml,Cetaphil,no_type,224000.0,4.9,115
563,Sữa Rửa Mặt Innisfree Green Tea Foam Cleanser 150ml,Innisfree,no_type,125000.0,5.0,85
564,[Mã COSACD6 giảm 10% đơn 400K] Sữa rửa mặt giúp làm sạch sâu cho da thường và da khô Cerave Hydrating Cleanser 88ML,CeraVe,dạng sánh,145000.0,4.9,688
565,Sữa rửa mặt Hazeline nghệ kiwi và mát cha lưu đỏ 50g,HAZELINE,dạng kem,27000.0,4.9,492
566,Sữa rửa mặt Nhật Perfect Whip,no_brand,no_type,29192.0,4.8,1500
567,[Mã COSCN12 giảm 8%] Gel rửa mặt hoa hồng Cocoon làm sạch & cấp ẩm 140ml,cocoon,no_type,195000.0,5.0,5000
568,Minisize Sữa rửa mặt COSRX Low pH Good Morning Gel Cleanser 50ml,COSRX,no_type,89000.0,4.8,77
569,"Sữa rửa mặt blue copper peptide LUCENBASE cấp ẩm, giảm viêm đỏ 120g",Lucenbase,no_type,137000.0,5.0,563
570,"Gel bí đao rửa mặt Cocoon (Winter melon cleanser), sữa rửa mặt dạng gel thuần chay giảm dầu & mụn BIGSIZE 310ml - HUNOXA",cocoon,no_type,220500.0,4.9,137
571,Gel rửa mặt Anteka Green Pharmacy,Zelenaya Apteka,dạng sánh,70000.0,5.0,127
572,Sữa Rửa Mặt Hazeline Tuýp 50g/100g (Nghệ/Yến Mạch/Matcha),HAZELINE,no_type,37500.0,5.0,113
573,Mousse rửa mặt bọt mịn Dove serum sạch sâu chai 160ml (Sữa rửa mặt dạng bọt Dove),Dove,no_type,79000.0,5.0,51
574,Sữa Rửa Mặt Giảm Mụn dạng Gel Sebiaclear Gel Moussant 400ml,no_brand,no_type,227000.0,5.0,478
575,Sữa Rửa Mặt Tràm Trà Derladie Herbal Extract Care Deep Cleansing Foam 150ml Sạch Mịn Ngừa Giảm Mụn Hiệu Quả [NHẬP KHẨU],DERLADIE,dạng sánh,114500.0,5.0,1000
576,Sữa rửa mặt CERAVE Foaming Facial Cleanser ( 236ml /473ml ),CeraVe,dạng sánh,305000.0,5.0,787
577,Thanh lý sữa rửa mặt Pond’s 40g đất sét,no_brand,dạng kem,7500.0,4.8,342
578,Sữa rửa mặt Làm sạch sâu - Cấp nước - Dưỡng ẩm sâu Images Milk Hydrating Cleanser,no_brand,no_type,28000.0,4.9,630
579,SIMPLE -  Sữa Rửa Mặt 150ml + Nước Tẩy Trang 200ml + Nước Hoa Hồng 200ml Cung Cấp Độ Ẩm Ngăn Ngừa Mụn Cho Làn Da Sáng.,simple,no_type,65000.0,4.9,172
580,Sữa rửa mặt và toàn thân cao cấp Gamma Adaphil Gentle Skin Cleanser 125ml,Gamma,no_type,69000.0,5.0,463
581,Gel sữa rửa mặt Compliment No Problem giảm mụn,no_brand,no_type,85000.0,4.9,490
582,"[Hàng Auth] Bộ simple nước tẩy trang simple 200ml, sữa rửa mặt dành cho da nhạy cảm 150ml, nước hoa hồng simple 200ml",SIMPLE PURE,no_type,179500.0,5.0,8
583,Sữa Rửa Mặt floslex Pharma Antibacterial Face Cleansing Cho Da Dầu Mụn (MẪU MỚI),Floslek,no_type,149500.0,5.0,438
584,Sữa rửa mặt tầng sâu Đan thy,no_brand,dạng kem,87220.0,5.0,831
585,Sữa rửa mặt Simple Refreshing Facial Wash Gel cho Da Nhạy Cảm 150ml,no_brand,no_type,72000.0,4.6,48
586,[ Hàng Mẫu Dùng Thử] Kem Rửa Mặt Acnes Vitamin Cleanser 25g rất tiện cầm mang đi du lịch,Acnes,dạng kem,8000.0,4.9,191
587,"Sữa rửa mặt Simple dịu nhẹ giúp da sạch thoáng, không chứa xà phòng 150ml",simple,dạng sánh,73000.0,4.8,1900
588,Sữa Rửa Mặt Simple Refreshing Facial Wash 150ml,simple,dạng lỏng,115000.0,4.9,85
589,Gel rửa mặt dịu nhẹ chiết xuất hoa hồng KISS ON 145ml,KISSON,no_type,85000.0,4.9,504
590,"Sữa Rửa Mặt 100G Ponds Với Ba Phân Loại Cho Từng Nhóm Da, suu.shop Cam Kết 100% Chính Hãng.",Pond’s,no_type,62350.0,4.9,285
591,Sữa rửa mặt diếp cá Derma Factory Houttuynia Cordata 24% Cleansing Foam 120g,derma factory,no_type,85000.0,5.0,202
592,Sữa rửa mặt Cosrx pH thấp dịu nhẹ khô thoáng không gây khô cho da nhạy cảm Cosrx low pH good morning gel cleanser,COSRX,no_type,145000.0,5.0,213
